simulation_id,Yield_1M,Yield_3M,Yield_6M,Yield_1Y,Yield_2Y,Yield_3Y,Yield_5Y,Yield_7Y,Yield_10Y,Yield_20Y,Yield_30Y
199,3.9290557176520133,3.9436684322375695,3.9620890024989355,3.9860852753510154,3.980646717323167,3.909354840764941,3.670531275445321,3.4098878627761584,3.128888486224614,3.545592837634555,3.545592837634555
200,4.602584095447044,4.636165448094955,4.684382086852615,4.772454410894554,4.910421057885943,4.997762229581498,5.097362081106223,5.1624748301189785,5.239056426680641,5.570138090968073,5.570138090968073
201,5.683225111510188,5.701604581050222,5.72913961816065,5.783076952594122,5.878569394206201,5.951893428675145,6.080331184776727,6.202613034693073,6.293386039475177,6.122543892459008,6.122543892459008
202,3.509887851193544,3.532341904864477,3.568564580899096,3.648728585278961,3.8288623249331146,4.0236161535611314,4.475860835538008,4.980849143416116,5.627414048079929,5.787188890012508,5.787188890012508
203,2.1552667076582486,2.2259598679391734,2.3289409827947876,2.5232727090748823,2.8605432492459295,3.129308029600398,3.536864311479588,3.8346625525604083,4.113670919307194,4.386921073214175,4.386921073214175
204,7.71063498936198,7.78728965777037,7.896607486263404,8.094606916547223,8.406047892355627,8.610206803690957,8.798351994379901,8.800022608097116,8.60531285705018,8.525195513686585,8.525195513686585
205,5.1670060659077635,5.246423210444988,5.364977819366647,5.5988032173383075,6.043802023496955,6.449767134962828,7.177664282361819,7.786263673234449,8.32775433235347,8.007545849590715,8.007545849590715
206,2.151183252000599,2.1960698699679213,2.2612505717247804,2.383240495260607,2.5887503690009894,2.742769535468052,2.97084518943962,3.154119339498102,3.378608886159995,3.8352603373895255,3.8352603373895255
207,8.821800421699763,8.856841928957602,8.902665217441035,8.970325403364944,9.01165134185358,8.940663834427403,8.599665323387171,8.160796549965477,7.6299751585879125,8.110434864964237,8.110434864964237
208,2.4151101362444165,2.427028417579363,2.4469746254395055,2.493109248511234,2.6010017427794727,2.7212201529331956,3.0332673375977386,3.4361490325142143,4.069906308586842,4.723357949792941,4.723357949792941
209,3.3719488148959678,3.372206527110911,3.3736434097262653,3.3793054487498737,3.3940602572609437,3.4079761325347144,3.4827645373114473,3.6402505675703343,3.955586350640254,4.540584573065062,4.540584573065062
210,3.012368152754353,3.0385212724009887,3.0791718402287995,3.1644451245023917,3.34201100354801,3.5213381146105736,3.924263367727021,4.388828550340697,5.079423111343227,5.749440696644607,5.749440696644607
211,4.88663172418455,4.944560743403689,5.0285609071858,5.185514466518903,5.450278065941495,5.649372148495187,5.925313613633345,6.10049555981632,6.209029806498867,6.2601377603499415,6.2601377603499415
212,5.664496868303697,5.765060379713885,5.908954341052284,6.171640378452903,6.595874960834886,6.893165195455493,7.220316712090458,7.317536106321539,7.235987693786634,7.385421587264579,7.385421587264579
213,3.5172213714381386,3.5464956871120226,3.5914161920000844,3.683724772237219,3.8691757474680233,4.047822183033296,4.422160238779889,4.819289543310302,5.329201686291002,5.673896526039748,5.673896526039748
214,6.344553870683549,6.375289575973056,6.415280979142091,6.473500348473523,6.5045799685881045,6.434371321898451,6.125660914604271,5.756145496194585,5.388591430076434,6.1308193891532445,6.1308193891532445
215,1.2795121669882796,1.3782634804837257,1.5223541169006958,1.795337046560112,2.275271401744428,2.6664823837913887,3.2549206723238457,3.642657796466738,3.8713668202072267,3.761834799961176,3.761834799961176
216,4.341429307309438,4.410518108563716,4.5124642063824085,4.709505516372933,5.070108221589532,5.3837930237988,5.934931447701695,6.4295988417023064,7.055605142761784,7.747431780140715,7.747431780140715
217,1.6317147013669142,1.5746711409794925,1.4922691709993008,1.3378474723774645,1.0627111345303923,0.8269146996424762,0.5219049012589443,0.4575777988645591,0.7324342401651474,1.8105164813562626,1.8105164813562626
218,5.08465517104807,5.182423033480909,5.322214306128523,5.577051010153444,5.987234227303096,6.273094499661612,6.587290305217894,6.688159613855612,6.652146640555399,6.935528717077544,6.935528717077544
219,2.4225376607655105,2.5104656131085297,2.6425030187772274,2.9058098112167148,3.4193466071355925,3.9056871131358486,4.8253855215649155,5.659750565480733,6.584052816358977,6.884879638872462,6.884879638872462
220,0.9500433054041484,0.9327706084744413,0.9096866385593169,0.8724368360483814,0.8239074840929238,0.800820597602007,0.8623454440674593,1.0573868181601567,1.4451437983703566,1.9090954096646695,1.9090954096646695
221,3.0255914545979765,3.0598587769895973,3.1122534339189176,3.2193594180654115,3.4330714781854446,3.6368099923776147,4.045149783280523,4.443578587986453,4.864918401158051,4.809393725381763,4.809393725381763
222,4.576045200157735,4.6376688449503,4.724762193531165,4.879488718102607,5.109215277000299,5.238343874712399,5.297643518907391,5.200693311950664,4.91981081344916,4.883953571656755,4.883953571656755
223,2.1670818730038017,2.1403811843954696,2.10462942556349,2.0471225250402436,1.9766469552582382,1.9530455531334387,2.0618735849662406,2.3420562833683265,2.8586341170588647,3.222024131933094,3.222024131933094
224,4.863070147056579,4.955480777633591,5.085379066428573,5.314161890984816,5.6503560075165735,5.8391288291549,5.919023189228593,5.780703170768523,5.5043536437009415,6.075472156584552,6.075472156584552
225,4.844092985229775,4.8540972926402,4.868986352942144,4.897624528653165,4.944722979306735,4.976845737957536,5.0648764310047625,5.236774107910734,5.660089648338448,6.677374116536713,6.677374116536713
226,8.498528834734437,8.507501134115527,8.51538466387773,8.51141611032947,8.426947290292212,8.254324096397827,7.786733563793172,7.3305154626345,6.996884472073081,8.140361341623956,8.140361341623956
227,3.8655895805681295,3.906895496249834,3.965218434699559,4.06837153602714,4.217485513646353,4.293503744903193,4.31688063446944,4.257390533613319,4.116878143558554,4.285003068180816,4.285003068180816
228,2.283925519817539,2.2484048270183212,2.2006616991423513,2.123439079133537,2.0291333866500607,1.999709791821697,2.1375068681053344,2.478459250542528,3.0871474839121014,3.492655998361001,3.492655998361001
229,5.171355908066707,5.196445585971942,5.229001144342151,5.275847611714128,5.296491088217213,5.229048720715362,4.95006794366402,4.616861257102389,4.248686494444489,4.814599133408843,4.814599133408843
230,1.0217033515383138,0.9648679950368755,0.8860494908525344,0.7497652889967841,0.5486342690795944,0.4254322774138594,0.4051324666090385,0.6111330287349207,1.0184366590827432,1.0645545901985052,1.0645545901985052
231,4.8662261932184885,4.879096465082334,4.897487128971587,4.930339332677833,4.975329622623816,4.992477836435062,5.01763343044121,5.092209900880123,5.329777180957169,6.129111042051413,6.129111042051413
232,7.63020826528185,7.642074570905264,7.659358723827905,7.69120214154913,7.737206862342029,7.756012289850542,7.770091199455306,7.78720373585329,7.780201382776743,7.646714929100656,7.646714929100656
233,2.439315894656454,2.4447402889136196,2.453993958063175,2.4754409630662484,2.521691977995305,2.56571185956504,2.69032095944421,2.8734267329471206,3.154643458733455,3.417673391686267,3.417673391686267
234,4.81009414748301,4.834564917095851,4.866813662831246,4.915147554143391,4.94612748199605,4.896851145003161,4.6681588842094595,4.387962183827765,4.062701421751061,4.480954912476694,4.480954912476694
235,6.040707918103675,6.092203421944568,6.162713068243857,6.279766836629365,6.419975321932854,6.448020231599419,6.305645098805826,6.06632598442474,5.8370424409669885,6.743571671188005,6.743571671188005
236,7.284864797552427,7.370184934283341,7.494958851315905,7.732260651014815,8.152368172544264,8.49861134840137,9.039187710677886,9.430988829611,9.752202588811441,9.743771422251294,9.743771422251294
237,6.149125158692099,6.225336313123768,6.337728465711012,6.55462992052421,6.949473002278182,7.2875162887853495,7.845364365706979,8.270128927192586,8.593550399097397,8.315579029059597,8.315579029059597
238,5.493516468219144,5.461497226378263,5.416092328479828,5.333657751247764,5.193969963473868,5.081306675790326,4.981067462759656,5.058600832894462,5.408387456977955,6.108344676402195,6.108344676402195
