DATE,Yield_1M,Yield_3M,Yield_6M,Yield_1Y,Yield_2Y,Yield_3Y,Yield_5Y,Yield_7Y,Yield_10Y,Yield_20Y,Yield_30Y
2007-09-28,3.4009197631647496,3.7839769705021506,4.048741295408489,4.0275,3.9578,3.9834,4.1752,4.416,4.713,4.9403,4.7426
2007-10-01,3.489382720744178,3.882078703964659,4.107530243509619,4.0925,3.991,3.9971,4.1684,4.3984,4.6837,4.8965,4.7173
2007-10-02,3.5974510028773548,3.921305927783663,4.117326721677665,4.0686,3.9516,3.9551,4.1341,4.372,4.6599,4.8755,4.7338
2007-10-03,3.636734086725768,3.921305927783663,4.117326721677665,4.0932,3.995,4.0002,4.1657,4.3912,4.6752,4.896,4.712
2007-10-04,3.5974510028773548,3.921305927783663,4.107530243509619,4.0846,3.9784,3.9796,4.143,4.3691,4.6542,4.8749,4.6931
2007-10-05,3.5483362952313935,3.9605254592359507,4.1565078365056785,4.1636,4.0737,4.0885,4.2674,4.4954,4.7705,4.9756,4.8295
2007-10-09,3.685827093673491,4.019340339824479,4.234847046281306,4.2234,4.119,4.1269,4.2984,4.5184,4.7781,4.9663,4.8506
2007-10-10,3.774164150050282,4.019340339824479,4.225056322989651,4.2482,4.129,4.1281,4.2924,4.5118,4.7739,4.9647,4.8461
2007-10-11,3.940916654867102,4.078137929546776,4.225056322989651,4.2425,4.116,4.1137,4.2832,4.5099,4.7806,4.9844,4.8739
2007-10-12,4.078137929546824,4.1565078365057,4.26421634073676,4.3242,4.204,4.1945,4.34,4.5493,4.8121,5.0142,4.866
2007-10-15,4.205473438415145,4.254427055107967,4.3522983563025495,4.3135,4.1882,4.1763,4.322,4.5347,4.804,5.0178,4.8699
2007-10-16,4.097733285463114,4.205473438415112,4.283793474659986,4.2419,4.1021,4.0966,4.2714,4.5059,4.7855,5.0172,4.9404
2007-10-17,3.705460922776691,3.9703291405202066,4.1271227200143255,4.1059,3.9769,3.9781,4.1618,4.4039,4.6935,4.9303,4.8365
2007-10-18,3.184512108763001,3.7250928246329833,4.048741295408489,4.037,3.9198,3.9233,4.1051,4.3494,4.6507,4.8987,4.7638
2007-10-19,3.4205815799325046,3.8232234384460275,4.029141138591552,3.9343,3.7902,3.7884,3.9815,4.2374,4.5427,4.7976,4.712
2007-10-22,3.656372735602552,3.9605254592359507,4.107530243509619,3.964,3.821,3.8216,4.013,4.2579,4.5421,4.7914,4.7522
2007-10-23,3.940916654867102,3.940916654867098,4.078137929546789,3.9577,3.8028,3.8004,3.9978,4.2527,4.5485,4.8036,4.7588
2007-10-24,3.793789309520395,3.8134125434451334,3.9605254592359507,3.8837,3.7356,3.7355,3.9348,4.1933,4.4967,4.7577,4.6986
2007-10-25,3.882078703964632,3.901693277608583,3.9801323412672445,3.8804,3.7358,3.74,3.9448,4.2033,4.5021,4.7639,4.7231
2007-10-26,3.931111531688177,3.921305927783663,4.009539060755627,3.8916,3.7543,3.7678,3.9853,4.2465,4.5395,4.7944,4.7699
2007-10-29,3.9213059277836257,3.9703291405202066,4.0585406535524715,3.9145,3.7769,3.7812,3.9787,4.2294,4.52,4.7631,4.7048
2007-10-30,3.9899350615240263,3.921305927783663,4.029141138591552,3.9316,3.8018,3.8026,3.9878,4.2335,4.5298,4.7797,4.6868
2007-10-31,3.9703291405201497,3.901693277608583,4.048741295408489,4.0285,3.9101,3.9112,4.0846,4.3181,4.6042,4.843,4.731
2007-11-01,3.862462206474556,3.7741641500502854,3.9114998431061343,3.8721,3.7615,3.7684,3.9524,4.1969,4.498,4.7439,4.602
2007-11-02,3.6956442491546753,3.577806567147976,3.75453706465673,3.7459,3.6411,3.6614,3.8751,4.141,4.4569,4.7132,4.5966
2007-11-05,3.823223438445992,3.6760094562859056,3.9016932776085986,3.7714,3.673,3.6947,3.9058,4.1688,4.4829,4.7332,4.6007
2007-11-06,3.950721297367308,3.7250928246329833,3.862462206474583,3.7803,3.6907,3.7176,3.935,4.2025,4.5219,4.7648,4.6051
2007-11-07,3.734908052961751,3.4598994156122247,3.7250928246329744,3.688,3.5924,3.6251,3.8679,4.1619,4.5099,4.7879,4.6449
2007-11-08,3.5286870345189985,3.3517567629909344,3.636734086725764,3.5597,3.4658,3.51,3.7824,4.1009,4.4713,4.7882,4.6877
2007-11-09,3.391088129882676,3.2435556045668092,3.6072724972197108,3.5213,3.4343,3.4763,3.7377,4.0488,4.4175,4.7283,4.5929
2007-11-13,3.6956442491546753,3.4697276669225974,3.7250928246329744,3.6004,3.5299,3.5669,3.7984,4.0838,4.4364,4.7257,4.509
2007-11-14,3.823223438445992,3.3812560132718015,3.6661913369446784,3.6133,3.5504,3.591,3.8226,4.1034,4.4474,4.726,4.5175
2007-11-15,3.705460922776691,3.2730708172528455,3.5286870345190637,3.4212,3.3591,3.415,3.6847,3.9923,4.3528,4.6772,4.5811
2007-11-16,3.7447227996204604,3.3714234132845466,3.538511906183625,3.3949,3.3192,3.376,3.6617,3.9835,4.35,4.6437,4.5305
2007-11-19,3.705460922776691,3.3714234132845466,3.518861680190223,3.2622,3.1852,3.2491,3.5564,3.8973,4.2818,4.5992,4.5041
2007-11-20,3.6170935092770673,3.2238763759766873,3.3812560132718223,3.2395,3.1525,3.2137,3.5277,3.8817,4.2848,4.6164,4.5057
2007-11-21,3.5090358431497797,3.066372799396313,3.253394492774391,3.1026,3.0028,3.0783,3.4411,3.8328,4.2595,4.5986,4.5184
2007-11-23,3.607272497219655,3.204195210835803,3.3615903298734673,3.1751,3.0792,3.1474,3.4834,3.8484,4.2474,4.5634,4.4855
2007-11-26,3.4992095233501983,3.1057603235253883,3.302581674842741,3.051,2.9146,2.9647,3.2946,3.665,4.0713,4.3957,4.327
2007-11-27,3.6465536522119293,3.13529587700154,3.341922712589465,3.1534,3.043,3.0964,3.4141,3.7762,4.1846,4.5007,4.3789
2007-11-28,3.489382720744178,3.0269775168540085,3.351756762990927,3.2855,3.1717,3.2183,3.5184,3.8633,4.2514,4.5427,4.4202
2007-11-29,3.351756762990974,2.9678700393279387,3.2730708172528358,3.183,3.0633,3.1132,3.4258,3.7795,4.1728,4.4867,4.4034
2007-11-30,3.5974510028773548,3.125451177139791,3.341922712589465,3.1942,3.0362,3.0841,3.4252,3.8045,4.2134,4.5493,4.5118
2007-12-03,3.518861680190266,3.0368270650079974,3.253394492774391,3.0792,2.8854,2.9321,3.3042,3.7142,4.1474,4.5008,4.477
2007-12-04,3.135295877001474,3.0466761281178374,3.1943539019397296,3.0692,2.8761,2.9235,3.2967,3.7074,4.1413,4.4946,4.4701
2007-12-05,3.125451177139781,3.0466761281178374,3.214036035498885,3.0676,2.8746,2.9225,3.3025,3.7259,4.179,4.5472,4.5083
2007-12-06,3.066372799396361,3.066372799396313,3.26323289698723,3.1926,3.0028,3.04,3.397,3.8116,4.2699,4.6367,4.5584
2007-12-07,3.01712748360816,3.0959141696772603,3.2730708172528358,3.2505,3.1096,3.1627,3.5164,3.9224,4.3782,4.7331,4.6088
2007-12-10,3.026977516853958,3.0269775168540085,3.28290825361893,3.2561,3.1445,3.2024,3.544,3.9412,4.401,4.7604,4.5789
2007-12-11,2.8693187413843546,2.918600460580029,3.145140092296466,3.0516,2.9301,2.9879,3.346,3.768,4.2611,4.6379,4.4083
2007-12-12,2.8693187413843546,2.859460940164865,3.1746698312580244,3.1771,3.0412,3.0876,3.4275,3.8341,4.3086,4.6681,4.4562
2007-12-13,2.6819373819835537,2.849602653040277,3.1943539019397296,3.2752,3.169,3.2218,3.5507,3.9459,4.4185,4.776,4.4978
2007-12-14,2.593116478004612,2.859460940164865,3.23371623231673,3.3495,3.2734,3.3296,3.6368,4.01,4.4716,4.8267,4.4615
2007-12-17,2.76085619527936,3.0466761281178374,3.3615903298734673,3.2951,3.2084,3.2629,3.5772,3.9593,4.4279,4.7872,4.4449
2007-12-18,2.741129411222346,3.0171274836081805,3.341922712589465,3.2792,3.1669,3.2104,3.5209,3.9037,4.3681,4.7151,4.4096
2007-12-19,2.6424662944269315,2.8890328862992742,3.302581674842741,3.223,3.1027,3.1428,3.4511,3.8323,4.2926,4.6332,4.3429
2007-12-20,2.405476042543701,2.8988892300905187,3.23371623231673,3.2015,3.056,3.0961,3.426,3.8225,4.2817,4.6165,4.4116
2007-12-21,2.4252359595680475,2.977722498750098,3.351756762990927,3.3148,3.168,3.2161,3.5622,3.9625,4.4103,4.7296,4.5712
2007-12-24,2.731265289497115,3.3025816748427466,3.538511906183625,3.3575,3.2156,3.2702,3.6234,4.0212,4.4574,4.7717,4.6472
2007-12-26,3.01712748360816,3.2927452061330227,3.5483362952314272,3.4202,3.2894,3.3438,3.69,4.086,4.5284,4.8358,4.6631
2007-12-27,2.8298846208838957,3.1451400922964874,3.4009197631647536,3.335,3.1975,3.2511,3.6008,3.9999,4.4447,4.7698,4.6261
2007-12-28,2.553627855535611,3.1549838230724587,3.4205815799324593,3.2381,3.0866,3.1391,3.4976,3.9032,4.3482,4.6712,4.5469
2007-12-31,2.741129411222346,3.332088178621427,3.4598994156122274,3.2102,3.0303,3.0733,3.4322,3.8412,4.2859,4.6123,4.5092
2008-01-02,3.066372799396361,3.233716232316728,3.2927452061330076,3.0521,2.8408,2.8868,3.278,3.7116,4.1691,4.5171,4.46
2008-01-03,3.164827069377064,3.2140360354988755,3.26323289698723,3.0062,2.7738,2.8694,3.2863,3.6952,4.1491,4.5616,4.2147
2008-01-04,3.1943539019397273,3.1746698312580124,3.1943539019397296,2.9326,2.6871,2.7763,3.204,3.6333,4.1146,4.5568,4.1876
2008-01-07,3.2435556045667524,3.2435556045668092,3.26323289698723,2.9644,2.7097,2.7726,3.1744,3.6012,4.0892,4.5344,4.1381
2008-01-08,3.2829082536189964,3.2238763759766873,3.2435556045667995,2.9782,2.7081,2.7689,3.1724,3.6011,4.0922,4.5508,4.1656
2008-01-09,3.3124176597956003,3.19435390193972,3.1943539019397296,2.9215,2.6425,2.7089,3.1216,3.5539,4.0481,4.5219,4.1537
2008-01-10,3.341922712589512,3.2140360354988755,3.1845121087630006,2.9231,2.6723,2.7568,3.1941,3.6435,4.1545,4.6433,4.2655
2008-01-11,3.2041952108358474,3.066372799396313,3.0466761281178543,2.7505,2.5373,2.6363,3.0864,3.5444,4.0671,4.5896,4.2302
2008-01-14,3.1746698312580013,3.16482706937702,3.0466761281178543,2.7293,2.534,2.6421,3.0933,3.5448,4.0578,4.5735,4.2289
2008-01-15,3.125451177139781,3.1451400922964874,3.0269775168540214,2.6909,2.4772,2.5769,3.0146,3.4555,3.9604,4.492,4.1797
2008-01-16,3.1156059926637285,3.1156059926636916,3.0269775168540214,2.6799,2.465,2.57,3.0215,3.4742,3.9911,4.5298,4.205
2008-01-17,3.046676128117827,3.0466761281178374,2.9875744728414393,2.6118,2.3805,2.482,2.9348,3.3913,3.9149,4.4723,4.1559
2008-01-18,2.612857865840233,2.8397438799625934,2.8397438799625805,2.511,2.3006,2.4234,2.9058,3.3806,3.9227,4.5136,4.21
2008-01-22,2.1385259077486674,2.3363009547675837,2.3955953518813837,2.1885,2.0238,2.1626,2.6926,3.2164,3.8112,4.4858,4.2173
2008-01-23,2.0593610954736667,2.19787895992033,2.237437878112876,2.1426,2.0372,2.1686,2.6764,3.2032,3.8125,4.4707,4.1609
2008-01-24,2.1780965662345433,2.356067707106263,2.4647499377663853,2.3056,2.2155,2.359,2.8682,3.3809,3.9686,4.6019,4.2853
2008-01-25,2.0593610954736667,2.2868755251326407,2.3955953518813837,2.2641,2.1858,2.3277,2.8242,3.325,3.9011,4.5264,4.2185
2008-01-28,2.108842775134231,2.3264168459415586,2.3461845751397403,2.218,2.167,2.3157,2.8164,3.3233,3.9068,4.5189,4.1874
2008-01-29,2.118737642173933,2.2671019327491186,2.3461845751397403,2.2577,2.2378,2.3936,2.894,3.3999,3.9787,4.565,4.264
2008-01-30,1.9207472285388887,2.19787895992033,2.2769889733127124,2.2617,2.2908,2.4698,2.981,3.4836,4.0599,4.67,4.3704
2008-01-31,1.633312533278682,1.9504582885356652,2.0593610954736405,2.1363,2.1475,2.3194,2.8393,3.3612,3.9585,4.5704,4.3098
2008-02-01,1.7423881204043514,2.089051572307724,2.1385259077486443,2.0777,2.0721,2.2486,2.7876,3.3197,3.9191,4.54,4.2948
2008-02-04,2.1385259077486674,2.2572144033934833,2.2077694230432927,2.0688,2.0552,2.259,2.8338,3.3696,3.9653,4.601,4.2942
2008-02-05,2.2077694230432985,2.1780965662345766,2.118737642173989,1.9356,1.9086,2.119,2.7259,3.2915,3.9145,4.5677,4.2561
2008-02-06,2.108842775134231,2.089051572307724,2.089051572307713,1.9578,1.938,2.1434,2.7444,3.3134,3.9449,4.6056,4.2884
2008-02-07,2.1780965662345433,2.1583122156397114,2.118737642173989,1.9721,1.9911,2.232,2.8663,3.4429,4.0789,4.7595,4.4383
2008-02-08,2.227548882091208,2.217659397084098,2.108842775134216,1.9069,1.897,2.1333,2.7684,3.344,3.9786,4.6748,4.3776
2008-02-11,2.3363009547675095,2.2967615882571164,2.118737642173989,1.906,1.8942,2.1232,2.7476,3.3182,3.9493,4.6431,4.3491
2008-02-12,2.533880620132573,2.2967615882571164,2.108842775134216,1.9051,1.9083,2.1475,2.7844,3.3623,3.9995,4.6952,4.3932
2008-02-13,2.484503999711454,2.2671019327491186,2.089051572307713,1.8636,1.8739,2.1318,2.798,3.3925,4.0439,4.7564,4.4535
2008-02-14,2.484503999711454,2.2967615882571164,2.108842775134216,1.8515,1.8885,2.195,2.9103,3.5225,4.1883,4.9185,4.6072
2008-02-15,2.3857141730547324,2.19787895992033,2.0593610954736405,1.8465,1.8806,2.1673,2.8537,3.4499,4.1037,4.8375,4.5473
2008-02-19,2.3560677071061984,2.2671019327491186,2.128632019695954,1.9677,2.0406,2.3298,2.9961,3.5748,4.2107,4.9038,4.5873
2008-02-20,2.3857141730547324,2.237437878112876,2.158312215639727,2.0542,2.1477,2.4293,3.0717,3.6288,4.238,4.8824,4.5566
2008-02-21,2.3363009547675095,2.187988007666869,2.089051572307713,1.8998,1.9513,2.2165,2.8753,3.4612,4.1033,4.7915,4.4703
2008-02-22,2.3165322486132607,2.187988007666869,2.128632019695954,1.9169,1.9652,2.2269,2.8821,3.4689,4.1175,4.8366,4.5355
2008-02-25,2.3264168459415444,2.187988007666869,2.118737642173989,2.0345,2.1159,2.3831,3.0276,3.602,4.2361,4.9154,4.5819
2008-02-26,2.3264168459415444,2.128632019695953,2.07915523642409,1.9575,2.0406,2.315,2.9743,3.5599,4.2073,4.9198,4.6064
2008-02-27,2.1978789599202764,1.970263210074819,2.0098671706002973,1.9207,1.9932,2.2726,2.9426,3.5335,4.1849,4.9064,4.5995
2008-02-28,2.0692584108288212,1.8910317541510326,1.9405550922770163,1.811,1.8549,2.1158,2.7821,3.3842,4.0513,4.8062,4.5249
2008-02-29,2.0593610954736667,1.8414961501826186,1.8216784727982,1.6168,1.6214,1.8822,2.5738,3.1974,3.8837,4.6713,4.4162
2008-03-03,1.9801649354524615,1.692815682425865,1.7919482742943513,1.5972,1.5934,1.8583,2.5669,3.2044,3.9005,4.6777,4.4026
2008-03-04,1.9999669156667086,1.6531488834065406,1.7523011337145438,1.6148,1.618,1.8847,2.6138,3.277,3.9952,4.7688,4.4964
2008-03-05,1.9009374028491541,1.5241774262721954,1.7423881204043135,1.6226,1.6586,1.9392,2.675,3.3418,4.072,4.8723,4.569
2008-03-06,1.7225606196444734,1.3851920141466436,1.6035543187166268,1.5094,1.5435,1.8261,2.5708,3.2495,3.9999,4.8704,4.6167
2008-03-07,1.643230954268162,1.4447690178639259,1.5539474528721469,1.4997,1.5342,1.7939,2.506,3.1791,3.9411,4.8535,4.6223
2008-03-10,1.623393620389554,1.3454641498852993,1.4447690178639223,1.4367,1.4748,1.7161,2.4005,3.07,3.8403,4.7359,4.469
2008-03-11,1.8117688976691693,1.4745508658826292,1.6333125332786826,1.6829,1.7406,1.9718,2.6127,3.2423,3.9721,4.805,4.5075
2008-03-12,1.6729832663255344,1.4745508658826292,1.5539474528721469,1.5944,1.6371,1.8613,2.4964,3.1225,3.8473,4.6754,4.3886
2008-03-13,1.553947452872127,1.3454641498852993,1.4944029677402133,1.5803,1.6521,1.8867,2.5343,3.1763,3.9215,4.7364,4.4303
2008-03-14,1.1964143355094603,1.176532631631122,1.3156630720244986,1.3887,1.4712,1.7033,2.351,3.012,3.797,4.6291,4.2762
2008-03-17,1.1566489511454103,1.1069310996949522,1.3057283925400736,1.2854,1.3519,1.5699,2.212,2.8932,3.7219,4.5844,4.2283
2008-03-18,0.708742724673019,0.9178904667614513,1.3156630720244986,1.4877,1.5815,1.7962,2.3942,3.0257,3.8057,4.6328,4.2172
2008-03-19,0.2598311463240463,0.609071637192059,1.2162940631735797,1.3723,1.5064,1.7363,2.331,2.9485,3.718,4.5376,4.0074
2008-03-20,0.36965817152353914,0.6290098288145912,1.1964143355094858,1.3925,1.5287,1.7526,2.3244,2.9178,3.6618,4.4819,3.9818
2008-03-24,0.6688802500779941,1.2361718150162169,1.593633929835369,1.6298,1.7919,2.0261,2.5918,3.1633,3.871,4.6276,4.1072
2008-03-25,1.464624075956311,1.2858575529807754,1.5539474528721469,1.6004,1.7654,2.0009,2.5667,3.1367,3.8417,4.5965,4.0807
2008-03-26,1.3553968558046987,1.2858575529807754,1.474550865882635,1.5334,1.6844,1.9228,2.5171,3.1208,3.8607,4.6249,4.1313
2008-03-27,1.3156630720245195,1.2957932195418091,1.4844771631276261,1.548,1.7099,1.956,2.5596,3.1683,3.9127,4.6839,4.1881
2008-03-28,1.2858575529807763,1.325597258044176,1.4944029677402133,1.4771,1.6298,1.8707,2.473,3.0878,3.847,4.6515,4.1464
2008-03-31,1.2162940631735288,1.3752607878864282,1.5043282797692208,1.4636,1.6041,1.8392,2.4402,3.0588,3.8236,4.6233,4.1085
2008-04-01,1.5440246030276545,1.395122747285028,1.5241774262722223,1.6223,1.7752,2.0115,2.5984,3.1972,3.9382,4.7194,4.1928
2008-04-02,1.5440246030276545,1.4050529873506243,1.5539474528721469,1.7278,1.8833,2.1145,2.6793,3.2514,3.9574,4.6953,4.1757
2008-04-03,1.553947452872127,1.395122747285028,1.5539474528721469,1.756,1.9224,2.1549,2.708,3.2638,3.9524,4.7038,4.214
2008-04-04,1.4944029677401522,1.3454641498852993,1.5241774262722223,1.6643,1.8227,2.0495,2.5966,3.1514,3.8442,4.6234,4.1566
2008-04-07,1.4149827343923962,1.4447690178639259,1.6035543187166268,1.7577,1.9415,2.1768,2.7135,3.2437,3.9022,4.6581,4.2076
2008-04-08,1.3355309506481572,1.4050529873506243,1.5737916757390362,1.6907,1.8859,2.1358,2.7014,3.2527,3.9245,4.6627,4.2392
2008-04-09,1.057200885847492,1.305728392540061,1.5043282797692208,1.5867,1.7661,2.0111,2.5833,3.1482,3.8368,4.5901,4.1949
2008-04-10,0.9776068145551311,1.265984738973967,1.4844771631276261,1.5957,1.8162,2.0824,2.6628,3.2158,3.8816,4.6155,4.2243
2008-04-11,0.8979810545703567,1.186473730621619,1.3951227472850198,1.5387,1.7472,2.008,2.589,3.1493,3.8271,4.5731,4.1754
2008-04-14,0.8481988514509111,1.0770944552675898,1.4050529873506417,1.5564,1.7609,2.0231,2.6139,3.1844,3.8708,4.6083,4.2151
2008-04-15,0.8382409236935469,1.0969860461139271,1.4149827343923884,1.6317,1.8411,2.1036,2.6883,3.251,3.9297,4.672,4.2826
2008-04-16,0.8581562834312906,1.1168756587801487,1.4844771631276261,1.7563,1.9746,2.241,2.8247,3.3811,4.0489,4.7821,4.4104
2008-04-17,0.8681132196840534,1.2262331860480433,1.5737916757390362,1.883,2.0981,2.3515,2.8989,3.4224,4.061,4.7873,4.3603
2008-04-18,0.8979810545703567,1.3454641498852993,1.6729832663255315,1.93149995803833,2.15050005912781,2.40300011634827,2.94180011749268,3.45499992370605,4.0826997756958,4.80039978027344,4.34569978713989
2008-04-21,0.8979810545703567,1.3355309506480837,1.6729832663255315,1.87339997291565,2.14280009269714,2.42129993438721,2.96760010719299,3.46029996871948,4.05000019073486,4.76889991760254,4.41270017623901
2008-04-22,0.7187071020259976,1.265984738973967,1.6333125332786826,1.8718,2.1571,2.4425,2.9868,3.4675,4.0371,4.7383,4.4062
2008-04-23,0.7784829430687992,1.2560475914300835,1.6333125332786826,1.8746,2.1687,2.4603,3.0118,3.4955,4.0663,4.7696,4.4408
2008-04-24,0.808364165266306,1.2560475914300835,1.6531488834065078,1.9997,2.3107,2.6089,3.1542,3.6195,4.1593,4.8237,4.5179
2008-04-25,0.798404253907508,1.3355309506480837,1.7225606196445364,2.0394,2.36,2.6635,3.2116,3.6747,4.2094,4.8793,4.5967
2008-04-28,0.9377978972263377,1.4249119884592214,1.7324746157305213,1.96119999885559,2.28279995918274,2.58769989013672,3.13930010795593,3.60590004920959,4.14550018310547,4.81990003585815,4.53030014038086
2008-04-29,1.2759213928078308,1.4546967932996997,1.7324746157305213,1.965,2.2725,2.5696,3.1175,3.5884,4.137,4.811,4.496
2008-04-30,1.1665910384887024,1.4249119884592214,1.6333125332786826,1.9032,2.21,2.5067,3.0541,3.5249,4.0743,4.7548,4.4479
2008-05-01,1.2262331860480595,1.4447690178639259,1.7225606196445364,1.975,2.2755,2.5638,3.0919,3.5442,4.0723,4.7419,4.4626
2008-05-02,1.246109950127274,1.4944029677402189,1.7126461320975703,2.0473,2.37,2.6725,3.2126,3.6644,4.1831,4.8361,4.5722
2008-05-05,1.3355309506481572,1.5241774262721954,1.7523011337145438,2.0132,2.3297,2.6306,3.1759,3.6382,4.173,4.8392,4.5492
2008-05-06,1.5241774262721506,1.6233936203895232,1.7523011337145438,1.9803,2.3088,2.622,3.1906,3.6726,4.2282,4.9033,4.585
2008-05-07,1.563869810426287,1.663066320742777,1.7423881204043135,1.9315,2.2561,2.5669,3.1345,3.6187,4.1806,4.8779,4.5718
2008-05-08,1.5440246030276545,1.6531488834065406,1.7324746157305213,1.8759,2.1758,2.4739,3.0382,3.5332,4.1155,4.8159,4.4597
2008-05-09,1.593633929835379,1.6828997202036626,1.7324746157305213,1.9067,2.1942,2.4823,3.032,3.5175,4.0913,4.783,4.4263
2008-05-12,1.7225606196444734,1.7622136557099783,1.861311864059915,1.9663,2.241,2.5185,3.0525,3.5275,4.0922,4.7767,4.4211
2008-05-13,1.8514042525353485,1.8216784727981903,1.8811256148191502,2.1266,2.4102,2.6886,3.2103,3.6654,4.2015,4.8612,4.5329
2008-05-14,1.8514042525353485,1.8117688976692308,1.8910317541510426,2.171,2.4705,2.7553,3.2724,3.7122,4.2238,4.8746,4.6003
2008-05-15,1.8315875569531403,1.8216784727981903,1.8910317541510426,2.0907,2.3793,2.6568,3.1671,3.607,4.1255,4.8077,4.5514
2008-05-16,1.8414961501826272,1.8315875569531428,1.900937402849204,2.1031,2.3972,2.6785,3.1928,3.6335,4.1502,4.8217,4.5594
2008-05-19,1.9207472285388887,1.8117688976692308,1.8811256148191502,2.0575,2.3539,2.6378,3.1576,3.6036,4.1269,4.8086,4.5463
2008-05-20,1.9603609944520015,1.85140425253538,1.8910317541510426,1.97809994220734,2.27760004997253,2.56500005722046,3.09279990196228,3.54679989814758,4.0806999206543,4.7810001373291,4.52190017700195
2008-05-21,1.9405550922769972,1.85140425253538,1.8910317541510426,2.0543999671936,2.3561999797821,2.64170002937317,3.15750002861023,3.5952000617981,4.10589981079102,4.78200006484985,4.54869985580444
2008-05-22,1.9603609944520015,1.85140425253538,1.9405550922770163,2.16009998321533,2.48519992828369,2.78329992294312,3.30299997329712,3.72900009155273,4.21379995346069,4.8617000579834,4.68610000610352
2008-05-23,1.9108425609624058,1.85140425253538,1.9306514056276776,2.08610010147095,2.39969992637634,2.69199991226196,3.21160006523132,3.64560008049011,4.14610004425049,4.80550003051758,4.58750009536743
2008-05-27,1.9009374028491541,1.8811256148191648,1.9306514056276776,2.15779995918274,2.48329997062683,2.78340005874634,3.30979990959167,3.74349999427795,4.23789978027344,4.88450002670288,4.67689990997314
2008-05-28,2.0593610954736667,1.8811256148191648,1.9900661706336185,2.25049996376038,2.58929991722107,2.89709997177124,3.42709994316101,3.85500001907349,4.333899974823,4.94729995727539,4.75390005111694
2008-05-29,2.0098671706002333,1.8910317541510326,1.920747228538948,2.24499988555908,2.60479998588562,2.92829990386963,3.4779999256134,3.91440010070801,4.39440011978149,4.99109983444214,4.80229997634888
2008-05-30,1.9702632100748467,1.8811256148191648,1.9999669156666826,2.25139999389648,2.60179996490479,2.91880011558533,3.46099996566772,3.89490008354187,4.37459993362427,4.96220016479492,4.74130010604858
2008-06-02,1.9306514056276975,1.8414961501826186,1.9801649354524928,2.12459993362427,2.47140002250671,2.78769993782043,3.33529996871948,3.78010010719299,4.28090000152588,4.93100023269653,4.73699998855591
2008-06-03,1.95045828853562,1.8414961501826186,1.9900661706336185,2.09669995307922,2.41310000419617,2.71189999580383,3.25009989738464,3.70420002937317,4.228600025177,4.88870000839233,4.61019992828369
2008-06-04,1.8414961501826272,1.8315875569531428,1.9801649354524928,2.13930010795593,2.45390009880066,2.75370001792908,3.29870009422302,3.76209998130798,4.29960012435913,4.96859979629517,4.66639995574951
2008-06-05,1.7820372259511914,1.8414961501826186,1.9900661706336185,2.18219995498657,2.50559997558594,2.8131000995636,3.37030005455017,3.84100008010864,4.38100004196167,5.01620006561279,4.67030000686646
2008-06-06,1.7423881204043514,1.8414961501826186,1.9900661706336185,2.10710000991821,2.40179991722107,2.69219994544983,3.23740005493164,3.71250009536743,4.26859998703003,4.92320013046265,4.55130004882812
2008-06-09,1.7919482742943262,1.8811256148191648,2.108842775134216,2.38369989395142,2.67370009422302,2.94659996032715,3.43580007553101,3.84680008888245,4.31949996948242,4.9015998840332,4.61899995803833
2008-06-10,1.9900661706335563,2.0098671706002733,2.2275488820911966,2.53410005569458,2.83150005340576,3.10409998893738,3.57879996299744,3.96650004386902,4.40430021286011,4.9552001953125,4.73379993438721
2008-06-11,1.9009374028491541,1.9504582885356652,2.168204635574958,2.46300005912781,2.76900005340576,3.05010008811951,3.54069995880127,3.94250011444092,4.39739990234375,4.97450017929077,4.75169992446899
2008-06-12,1.9108425609624058,1.9900661706336098,2.2671019327491324,2.64350008964539,2.95510005950928,3.23559999465942,3.71250009536743,4.09130001068115,4.50680017471313,5.00479984283447,4.79659986495972
2008-06-13,1.8514042525353485,1.9801649354525035,2.2868755251326274,2.65619993209839,2.98160004615784,3.27239990234375,3.76149988174438,4.14400005340576,4.55550003051758,5.01789999008179,4.79930019378662
2008-06-16,1.881125614819178,2.0593610954736343,2.4054760425436905,2.63269996643066,2.96140003204346,3.2548999786377,3.74760007858276,4.13210010528564,4.54419994354248,5.0,4.77430009841919
2008-06-17,1.8117688976691693,1.9801649354525035,2.3165322486132944,2.54579997062683,2.88159990310669,3.1826000213623,3.69109988212585,4.09140014648438,4.52540016174316,5.02449989318848,4.79290008544922
2008-06-18,1.6928156824258207,1.9207472285389597,2.2769889733127124,2.50410008430481,2.82859992980957,3.12039995193481,3.61590003967285,4.00899982452393,4.44010019302368,4.96260023117065,4.76380014419556
2008-06-19,1.5837130488590343,1.9009374028491888,2.2769889733127124,2.60179996490479,2.9242000579834,3.21350002288818,3.70309996604919,4.08939981460571,4.5096001625061,4.99650001525879,4.77180004119873
2008-06-20,1.484477163127569,1.8613118640599298,2.217659397084095,2.49970006942749,2.82340002059937,3.11529994010925,3.61240005493164,4.00750017166138,4.44029998779297,4.94600009918213,4.70800018310547
2008-06-23,1.5440246030276545,1.8613118640599298,2.296761588257148,2.60030007362366,2.91479992866516,3.19720005989075,3.67589998245239,4.05410003662109,4.46560001373291,4.93860006332397,4.70709991455078
